                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.34943,                0.05537,                 0.0602,                0.26815,                0.89478,                      1,                      1,                  0.995,                 0.9758,                      1,                      1,                  0.995,                  0.995,                0.30241,                0.00784,                0.00341,                0.24199,                0.87536,              0.0011189,              0.0011189,              0.0011189
                     92,                0.34494,                0.02732,                0.06252,                0.26929,                0.89045,                0.99827,                      1,                  0.995,                0.97338,                0.99827,                      1,                  0.995,                  0.995,                0.29143,                0.01325,                0.00109,                0.19362,                0.87601,               0.001109,               0.001109,               0.001109
                     93,                0.34012,                0.05071,                 0.0561,                0.28611,                0.88068,                0.99523,                      1,                  0.995,                0.96108,                0.99523,                      1,                  0.995,                  0.995,                0.32982,                0.01714,                0.00111,                0.24355,                0.87929,              0.0010991,              0.0010991,              0.0010991
                     94,                0.33837,                0.03283,                0.04718,                0.26559,                0.87886,                0.99823,                      1,                  0.995,                0.98029,                0.99823,                      1,                  0.995,                  0.995,                0.31968,                0.02269,                 0.0037,                0.23783,                0.87237,              0.0010892,              0.0010892,              0.0010892
                     95,                0.33344,                0.02283,                0.05277,                0.25757,                0.88771,                0.99832,                      1,                  0.995,                0.96178,                0.99832,                      1,                  0.995,                  0.995,                0.31529,                0.01584,                0.01802,                0.22946,                0.87592,              0.0010793,              0.0010793,              0.0010793
                     96,                0.33056,                 0.0196,                 0.0339,                0.27507,                0.90521,                      1,                      1,                  0.995,                 0.9916,                      1,                      1,                  0.995,                  0.995,                0.28113,                0.01143,                0.10015,                0.24343,                0.87534,              0.0010694,              0.0010694,              0.0010694
                     97,                0.33142,                0.02514,                0.03616,                0.26731,                0.88854,                      1,                      1,                  0.995,                0.98576,                      1,                      1,                  0.995,                  0.995,                0.23547,                 0.0077,                0.00168,                0.18735,                0.86766,              0.0010595,              0.0010595,              0.0010595
                     98,                0.33739,                0.02608,                0.03156,                 0.2742,                 0.8893,                      1,                      1,                  0.995,                0.96551,                      1,                      1,                  0.995,                  0.995,                0.32908,                0.00715,                0.00772,                0.22128,                0.87541,              0.0010496,              0.0010496,              0.0010496
                     99,                0.35075,                0.02251,                 0.0234,                0.28312,                0.89654,                      1,                      1,                  0.995,                0.96319,                      1,                      1,                  0.995,                  0.995,                0.26016,                0.01509,                0.00946,                0.19298,                 0.8734,              0.0010397,              0.0010397,              0.0010397
                    100,                0.34403,                0.04113,                0.04389,                 0.2736,                0.86961,                      1,                      1,                  0.995,                0.94008,                      1,                      1,                  0.995,                  0.995,                0.43623,                  0.014,                0.00623,                0.27172,                0.88701,              0.0010298,              0.0010298,              0.0010298
                    101,                0.35437,                0.03243,                0.03654,                0.27523,                0.90358,                      1,                      1,                  0.995,                0.98301,                      1,                      1,                  0.995,                  0.995,                0.25125,                0.01658,                0.00085,                0.18413,                0.87306,              0.0010199,              0.0010199,              0.0010199
                    102,                0.33487,                0.03303,                0.02603,                0.26639,                0.89577,                      1,                      1,                  0.995,                0.97717,                      1,                      1,                  0.995,                  0.995,                0.28489,                0.01142,                0.00052,                0.19561,                0.86956,                0.00101,                0.00101,                0.00101
                    103,                0.33422,                 0.0309,                0.05433,                  0.267,                0.88765,                      1,                      1,                  0.995,                0.97734,                      1,                      1,                  0.995,                  0.995,                0.26292,                0.01041,                 0.0004,                0.19949,                0.86938,              0.0010001,              0.0010001,              0.0010001
                    104,                0.34229,                0.02257,                0.03284,                0.26981,                0.88516,                      1,                      1,                  0.995,                0.98674,                      1,                      1,                  0.995,                  0.995,                0.21655,                0.01417,                  0.001,                0.17363,                0.86357,              0.0009902,              0.0009902,              0.0009902
                    105,                0.31123,                0.03013,                0.03745,                0.26475,                0.88378,                 0.9982,                      1,                  0.995,                0.97503,                 0.9982,                      1,                  0.995,                  0.995,                0.29316,                0.01509,                0.00061,                0.20875,                0.87269,              0.0009803,              0.0009803,              0.0009803
                    106,                0.33089,                0.02868,                0.03956,                 0.2558,                0.89345,                      1,                      1,                  0.995,                0.97875,                      1,                      1,                  0.995,                  0.995,                0.23309,                0.00875,                0.00011,                0.19414,                0.86373,              0.0009704,              0.0009704,              0.0009704
                    107,                0.31683,                 0.0189,                 0.0272,                0.24859,                0.87009,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.23777,                0.00563,                0.00022,                0.21908,                0.86288,              0.0009605,              0.0009605,              0.0009605
                    108,                0.33066,                0.02032,                0.03212,                0.25341,                 0.8808,                      1,                      1,                  0.995,                 0.9648,                      1,                      1,                  0.995,                  0.995,                0.30036,                0.01534,                0.00191,                0.20248,                0.87938,              0.0009506,              0.0009506,              0.0009506
                    109,                0.31037,                0.01873,                0.02726,                0.25405,                0.87432,                      1,                      1,                  0.995,                0.97516,                      1,                      1,                  0.995,                  0.995,                0.23438,                0.01334,                0.00964,                0.20983,                 0.8658,              0.0009407,              0.0009407,              0.0009407
                    110,                0.32998,                0.01668,                0.02101,                 0.2504,                0.89411,                      1,                      1,                  0.995,                0.95601,                      1,                      1,                  0.995,                  0.995,                0.33307,                0.00835,                0.00688,                0.24296,                0.87699,              0.0009308,              0.0009308,              0.0009308
                    111,                0.32066,                0.02861,                0.02615,                0.25125,                0.90052,                0.99825,                      1,                  0.995,                0.97677,                0.99825,                      1,                  0.995,                  0.995,                0.26082,                0.00869,                0.00119,                0.20144,                0.86804,              0.0009209,              0.0009209,              0.0009209
                    112,                0.29882,                0.02084,                 0.0301,                0.24904,                0.86717,                      1,                      1,                  0.995,                0.96949,                      1,                      1,                  0.995,                  0.995,                0.26655,                0.00714,                0.00045,                0.19907,                0.86734,               0.000911,               0.000911,               0.000911
                    113,                0.30197,                0.01509,                0.03214,                0.23956,                0.86948,                      1,                      1,                  0.995,                0.98525,                      1,                      1,                  0.995,                  0.995,                0.22877,                0.00768,                0.00051,                 0.1863,                0.86582,              0.0009011,              0.0009011,              0.0009011
                    114,                0.29954,                0.01374,                0.01883,                0.24104,                0.86787,                      1,                      1,                  0.995,                0.98137,                      1,                      1,                  0.995,                  0.995,                0.30937,                0.00936,                0.00064,                 0.2287,                0.87121,              0.0008912,              0.0008912,              0.0008912
                    115,                 0.3259,                0.03139,                 0.0446,                0.25677,                0.89135,                      1,                      1,                  0.995,                0.98717,                      1,                      1,                  0.995,                  0.995,                0.27543,                0.00759,                0.00103,                0.19629,                 0.8704,              0.0008813,              0.0008813,              0.0008813
                    116,                0.27749,                0.01357,                0.02854,                0.23779,                0.87569,                      1,                      1,                  0.995,                0.97616,                      1,                      1,                  0.995,                  0.995,                0.22923,                0.00596,                0.00099,                0.16103,                0.86521,              0.0008714,              0.0008714,              0.0008714
                    117,                0.26595,                0.01237,                0.02667,                0.23165,                0.87002,                      1,                      1,                  0.995,                0.99217,                      1,                      1,                  0.995,                  0.995,                0.27609,                0.00517,                0.00135,                0.19676,                0.86735,              0.0008615,              0.0008615,              0.0008615
                    118,                0.28961,                 0.0122,                0.03566,                0.24679,                0.86664,                      1,                      1,                  0.995,                0.99217,                      1,                      1,                  0.995,                  0.995,                0.24432,                0.00395,                0.00267,                0.18597,                0.86547,              0.0008516,              0.0008516,              0.0008516
                    119,                0.31134,                0.02886,                0.03134,                0.25436,                0.87059,                0.99824,                      1,                  0.995,                0.96972,                0.99824,                      1,                  0.995,                  0.995,                0.25659,                0.01231,                0.00376,                0.18441,                0.86657,              0.0008417,              0.0008417,              0.0008417
                    120,                0.31101,                 0.0504,                0.02477,                0.24348,                0.86156,                      1,                      1,                  0.995,                0.94687,                      1,                      1,                  0.995,                  0.995,                0.34459,                0.00783,                0.00134,                0.22452,                0.87212,              0.0008318,              0.0008318,              0.0008318
                    121,                0.29871,                 0.0117,                0.02116,                 0.2334,                0.86822,                0.99821,                      1,                  0.995,                0.98161,                0.99821,                      1,                  0.995,                  0.995,                 0.2555,                0.01286,                0.00141,                0.22645,                0.86516,              0.0008219,              0.0008219,              0.0008219
                    122,                0.28682,                0.01377,                0.04196,                0.22835,                0.86629,                0.99754,                      1,                  0.995,                  0.995,                0.99754,                      1,                  0.995,                  0.995,                0.23514,                0.00846,                0.00079,                0.19791,                  0.865,               0.000812,               0.000812,               0.000812
                    123,                0.29467,                0.02263,                0.02955,                0.22741,                0.87202,                0.99037,                      1,                  0.995,                0.98986,                0.99037,                      1,                  0.995,                  0.995,                0.23248,                 0.0082,                0.00365,                0.21063,                0.86318,              0.0008021,              0.0008021,              0.0008021
                    124,                0.30498,                0.03174,                0.05131,                0.23833,                0.86696,                0.99823,                      1,                  0.995,                0.97442,                0.99823,                      1,                  0.995,                  0.995,                0.25144,                0.00408,                0.00195,                0.18236,                0.86949,              0.0007922,              0.0007922,              0.0007922
                    125,                0.30159,                0.03975,                0.01733,                0.23657,                0.86727,                      1,                      1,                  0.995,                0.98316,                      1,                      1,                  0.995,                  0.995,                0.22229,                0.02178,                0.00196,                  0.189,                0.86451,              0.0007823,              0.0007823,              0.0007823
                    126,                0.29074,                0.01883,                0.03132,                0.23854,                0.87077,                      1,                      1,                  0.995,                0.94795,                      1,                      1,                  0.995,                  0.995,                0.34622,                0.01845,                0.00211,                0.21299,                0.87256,              0.0007724,              0.0007724,              0.0007724
                    127,                0.29847,                0.01484,                0.02329,                0.23644,                0.86742,                      1,                      1,                  0.995,                0.97283,                      1,                      1,                  0.995,                  0.995,                0.23659,                 0.0065,                0.00178,                0.19053,                 0.8568,              0.0007625,              0.0007625,              0.0007625
                    128,                0.28369,                0.01574,                0.01521,                0.22927,                0.86195,                      1,                      1,                  0.995,                0.99341,                      1,                      1,                  0.995,                  0.995,                0.17905,                 0.0056,                 0.0019,                0.16729,                0.85785,              0.0007526,              0.0007526,              0.0007526
                    129,                0.27617,                0.01627,                0.02068,                0.22619,                0.86509,                0.99829,                      1,                  0.995,                  0.995,                0.99829,                      1,                  0.995,                  0.995,                0.20747,                0.01072,                0.00209,                0.18683,                0.86304,              0.0007427,              0.0007427,              0.0007427
                    130,                0.29134,                0.03922,                0.01357,                0.22625,                0.86662,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.22386,                0.00848,                0.00264,                0.20006,                0.86193,              0.0007328,              0.0007328,              0.0007328
                    131,                0.28603,                0.01722,                0.03859,                0.23429,                0.86902,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.23914,                0.00756,                 0.0029,                  0.169,                0.86661,              0.0007229,              0.0007229,              0.0007229
                    132,                0.28556,                0.01483,                0.04166,                0.23172,                0.86932,                      1,                      1,                  0.995,                0.97725,                      1,                      1,                  0.995,                  0.995,                 0.3287,                0.01492,                0.00193,                0.24579,                0.87254,               0.000713,               0.000713,               0.000713
                    133,                0.27833,                0.02192,                0.04518,                0.23588,                0.86227,                      1,                      1,                  0.995,                0.98634,                      1,                      1,                  0.995,                  0.995,                0.24781,                0.00672,                 0.0016,                0.18412,                0.86138,              0.0007031,              0.0007031,              0.0007031
                    134,                0.27811,                0.02988,                0.02458,                 0.2332,                0.87044,                0.99826,                      1,                  0.995,                  0.995,                0.99826,                      1,                  0.995,                  0.995,                0.19539,                 0.0081,                 0.0011,                0.17555,                0.85975,              0.0006932,              0.0006932,              0.0006932
                    135,                0.27823,                0.01271,                0.03304,                0.23074,                0.86424,                0.99823,                      1,                  0.995,                  0.995,                0.99823,                      1,                  0.995,                  0.995,                0.22817,                0.00388,                0.00064,                0.17561,                 0.8594,              0.0006833,              0.0006833,              0.0006833
                    136,                0.27925,                0.01908,                0.02166,                0.23446,                 0.8724,                0.99829,                      1,                  0.995,                0.98582,                0.99829,                      1,                  0.995,                  0.995,                0.24179,                0.00481,                0.00058,                0.18987,                0.86772,              0.0006734,              0.0006734,              0.0006734
                    137,                0.27814,                0.01187,                0.03215,                0.22957,                0.86763,                0.99798,                      1,                  0.995,                  0.995,                0.99798,                      1,                  0.995,                  0.995,                0.16973,                0.00589,                0.00144,                0.15935,                0.85729,              0.0006635,              0.0006635,              0.0006635
                    138,                0.25669,                0.01154,                0.02038,                0.21678,                0.85979,                0.99776,                      1,                  0.995,                 0.9805,                0.99776,                      1,                  0.995,                  0.995,                0.17205,                0.00841,                0.00326,                0.16522,                0.85928,              0.0006536,              0.0006536,              0.0006536
                    139,                0.26615,                0.01213,                0.03571,                0.22044,                0.86495,                0.99817,                      1,                  0.995,                0.98009,                0.99817,                      1,                  0.995,                  0.995,                0.21039,                 0.0043,                0.00361,                0.14612,                0.86121,              0.0006437,              0.0006437,              0.0006437
                    140,                0.26543,                0.02058,                0.03427,                0.22132,                 0.8609,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.2027,                0.00984,                0.00209,                0.15771,                0.86003,              0.0006338,              0.0006338,              0.0006338
                    141,                 0.2529,                0.01235,                0.01993,                0.21236,                0.86955,                      1,                      1,                  0.995,                0.99217,                      1,                      1,                  0.995,                  0.995,                0.20922,                 0.0055,                0.00148,                0.16907,                0.86086,              0.0006239,              0.0006239,              0.0006239
                    142,                0.26123,                0.01558,                0.02443,                0.22006,                0.85376,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.2201,                0.00641,                0.00131,                 0.1771,                0.85994,               0.000614,               0.000614,               0.000614
                    143,                0.27569,                0.01204,                0.02285,                0.21854,                0.86613,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.24761,                0.00573,                0.00053,                  0.205,                0.86417,              0.0006041,              0.0006041,              0.0006041
                    144,                0.28325,                0.01465,                0.02895,                0.22775,                0.85664,                      1,                      1,                  0.995,                0.98861,                      1,                      1,                  0.995,                  0.995,                0.23157,                0.00708,                0.00067,                0.17562,                0.86066,              0.0005942,              0.0005942,              0.0005942
                    145,                0.26828,                0.01295,                0.02393,                 0.2192,                0.85626,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.18476,                0.00515,                0.00078,                0.15514,                0.85718,              0.0005843,              0.0005843,              0.0005843
                    146,                0.27283,                0.01664,                0.01977,                0.21918,                0.85987,                      1,                      1,                  0.995,                0.98885,                      1,                      1,                  0.995,                  0.995,                0.24929,                0.00502,                0.00058,                0.18207,                0.86883,              0.0005744,              0.0005744,              0.0005744
                    147,                0.26231,                0.01133,                0.02102,                0.21731,                0.85789,                      1,                      1,                  0.995,                0.99131,                      1,                      1,                  0.995,                  0.995,                0.20237,                0.00631,                0.00116,                0.15812,                0.85907,              0.0005645,              0.0005645,              0.0005645
                    148,                0.26346,                0.02614,                0.02398,                0.21886,                0.85538,                      1,                      1,                  0.995,                0.99052,                      1,                      1,                  0.995,                  0.995,                0.16873,                0.01218,                0.00103,                0.15913,                0.85899,              0.0005546,              0.0005546,              0.0005546
                    149,                0.25742,                0.02549,                0.02977,                 0.2184,                0.85738,                      1,                      1,                  0.995,                0.99052,                      1,                      1,                  0.995,                  0.995,                0.16548,                0.00918,                0.00071,                0.14293,                0.85966,              0.0005447,              0.0005447,              0.0005447
                    150,                0.24809,                0.01692,                0.01493,                0.21666,                 0.8602,                      1,                      1,                  0.995,                0.99064,                      1,                      1,                  0.995,                  0.995,                0.20386,                0.01037,                0.00083,                0.15747,                 0.8596,              0.0005348,              0.0005348,              0.0005348
                    151,                0.24633,                0.01026,                0.02232,                0.21006,                0.85164,                      1,                      1,                  0.995,                0.99107,                      1,                      1,                  0.995,                  0.995,                0.17103,                0.00779,                0.00149,                0.14655,                0.85853,              0.0005249,              0.0005249,              0.0005249
                    152,                0.24656,                0.01569,                0.02332,                0.20688,                0.85838,                      1,                      1,                  0.995,                0.99274,                      1,                      1,                  0.995,                  0.995,                0.16788,                0.00579,                0.00283,                0.14184,                0.85771,               0.000515,               0.000515,               0.000515
                    153,                0.26091,                0.01515,                  0.028,                0.21678,                0.85885,                      1,                      1,                  0.995,                0.99241,                      1,                      1,                  0.995,                  0.995,                0.20474,                  0.008,                0.00114,                0.14431,                0.85842,              0.0005051,              0.0005051,              0.0005051
                    154,                0.25461,                0.01391,                0.03089,                0.21028,                 0.8484,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.2088,                0.00737,                0.00033,                0.16636,                0.86481,              0.0004952,              0.0004952,              0.0004952
                    155,                0.24448,                0.00968,                0.02411,                0.21491,                0.84427,                      1,                      1,                  0.995,                0.98985,                      1,                      1,                  0.995,                  0.995,                0.20507,                0.01583,                0.00025,                 0.1432,                0.85971,              0.0004853,              0.0004853,              0.0004853
                    156,                0.24935,                0.00899,                0.02371,                0.19868,                0.86344,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.28133,                0.00445,                0.00046,                 0.1859,                0.86733,              0.0004754,              0.0004754,              0.0004754
                    157,                0.26332,                0.00972,                0.01724,                0.20855,                0.86089,                      1,                      1,                  0.995,                0.98681,                      1,                      1,                  0.995,                  0.995,                0.30027,                0.00702,                0.00137,                0.19018,                0.87024,              0.0004655,              0.0004655,              0.0004655
                    158,                0.25581,                0.01165,                 0.0206,                0.20817,                0.86603,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.19329,                0.00514,                0.00369,                0.14855,                0.85895,              0.0004556,              0.0004556,              0.0004556
                    159,                  0.251,                0.01915,                0.03213,                0.21073,                0.85455,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15691,                0.00399,                0.00339,                0.13862,                0.85656,              0.0004457,              0.0004457,              0.0004457
                    160,                0.26223,                 0.0275,                0.03542,                0.20957,                0.86708,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15859,                0.00371,                0.00093,                0.14065,                0.85607,              0.0004358,              0.0004358,              0.0004358
                    161,                0.23789,                0.01293,                0.04211,                0.19406,                0.84434,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.17589,                0.00412,                0.00027,                0.14957,                0.85835,              0.0004259,              0.0004259,              0.0004259
                    162,                0.25214,                0.00992,                0.01378,                0.20838,                0.85489,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.18401,                 0.0037,                0.00023,                0.14396,                0.86037,               0.000416,               0.000416,               0.000416
                    163,                0.23382,                0.01435,                0.03113,                0.19736,                0.84303,                0.99828,                      1,                  0.995,                0.99078,                0.99828,                      1,                  0.995,                  0.995,                0.23772,                 0.0062,                0.00021,                0.17546,                0.86369,              0.0004061,              0.0004061,              0.0004061
                    164,                0.25033,                0.01207,                0.04104,                0.20118,                0.85836,                      1,                      1,                  0.995,                0.99097,                      1,                      1,                  0.995,                  0.995,                0.20057,                0.00612,                0.00063,                0.14473,                0.85684,              0.0003962,              0.0003962,              0.0003962
                    165,                0.24632,                 0.0252,                0.03463,                0.19738,                0.86781,                      1,                      1,                  0.995,                0.99052,                      1,                      1,                  0.995,                  0.995,                0.17693,                 0.0076,                0.00063,                0.13919,                 0.8558,              0.0003863,              0.0003863,              0.0003863
                    166,                0.23861,                0.00902,                0.02262,                0.19501,                0.85323,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16957,                0.00647,                0.00056,                0.15381,                0.85526,              0.0003764,              0.0003764,              0.0003764
                    167,                0.25135,                 0.0078,                 0.0165,                0.20289,                0.86183,                      1,                      1,                  0.995,                0.99297,                      1,                      1,                  0.995,                  0.995,                0.22285,                0.00586,                0.00067,                0.15843,                0.86057,              0.0003665,              0.0003665,              0.0003665
                    168,                0.24326,                0.01127,                0.02251,                0.19672,                 0.8472,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16217,                0.00525,                0.00085,                0.13355,                0.85599,              0.0003566,              0.0003566,              0.0003566
                    169,                0.23547,                0.02901,                0.02016,                0.19811,                0.84987,                      1,                      1,                  0.995,                0.99084,                      1,                      1,                  0.995,                  0.995,                0.15954,                0.00548,                0.00121,                0.14324,                0.85456,              0.0003467,              0.0003467,              0.0003467
                    170,                0.23581,                0.01009,                0.04369,                0.20049,                0.85202,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.1362,                0.00448,                0.00051,                0.14284,                 0.8524,              0.0003368,              0.0003368,              0.0003368
                    171,                0.22741,                0.01254,                0.02868,                0.18763,                0.85753,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14699,                0.00363,                0.00052,                0.13354,                0.85398,              0.0003269,              0.0003269,              0.0003269
                    172,                0.22633,                 0.0137,                0.03365,                0.19897,                0.85717,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15983,                0.00378,                0.00092,                0.15282,                0.85558,               0.000317,               0.000317,               0.000317
                    173,                0.22357,                0.00782,                  0.033,                0.19586,                0.86362,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.17743,                0.00552,                0.00161,                0.15168,                0.85638,              0.0003071,              0.0003071,              0.0003071
                    174,                0.22334,                0.00935,                0.02175,                0.18887,                0.85012,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16606,                0.00609,                0.00218,                 0.1454,                0.85636,              0.0002972,              0.0002972,              0.0002972
                    175,                0.22717,                0.00996,                0.02917,                0.19346,                0.84776,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16741,                0.00529,                0.00284,                0.14284,                0.85743,              0.0002873,              0.0002873,              0.0002873
                    176,                0.22329,                0.02113,                0.01981,                0.18782,                0.85797,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15675,                0.00429,                0.00196,                0.14224,                0.85592,              0.0002774,              0.0002774,              0.0002774
                    177,                0.20984,                 0.0121,                0.01819,                 0.1875,                0.84638,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16678,                0.00373,                0.00061,                 0.1695,                0.85341,              0.0002675,              0.0002675,              0.0002675
                    178,                0.21909,                0.00818,                0.01217,                0.18731,                0.84333,                      1,                      1,                  0.995,                0.99274,                      1,                      1,                  0.995,                  0.995,                0.18351,                0.00455,                0.00026,                0.17716,                0.85503,              0.0002576,              0.0002576,              0.0002576
                    179,                0.21118,                0.00799,                0.01992,                 0.1783,                0.84417,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14827,                0.00361,                0.00023,                0.15034,                0.85362,              0.0002477,              0.0002477,              0.0002477
                    180,                0.21272,                0.01588,                0.02387,                0.17982,                0.85196,                      1,                      1,                  0.995,                0.98824,                      1,                      1,                  0.995,                  0.995,                0.29789,                 0.0036,                0.00029,                0.18984,                0.86798,              0.0002378,              0.0002378,              0.0002378
                    181,                0.21445,                0.01305,                0.01873,                0.18315,                0.83797,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.16986,                0.00469,                0.00034,                0.15915,                0.86028,              0.0002279,              0.0002279,              0.0002279
                    182,                0.20717,                 0.0089,                 0.0379,                0.17666,                0.84545,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14374,                0.00533,                0.00029,                0.13728,                0.85807,               0.000218,               0.000218,               0.000218
                    183,                0.21491,                 0.0077,                0.01944,                0.17754,                0.84281,                      1,                      1,                  0.995,                0.99174,                      1,                      1,                  0.995,                  0.995,                0.24947,                0.00418,                0.00033,                0.19174,                0.86455,              0.0002081,              0.0002081,              0.0002081
                    184,                0.20913,                0.00738,                0.02114,                0.18314,                0.84679,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14724,                0.00357,                0.00054,                0.13493,                0.85444,              0.0001982,              0.0001982,              0.0001982
                    185,                0.22148,                0.00823,                0.02195,                 0.1788,                0.85859,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15796,                0.00318,                0.00077,                0.12805,                0.85588,              0.0001883,              0.0001883,              0.0001883
                    186,                0.21526,                0.00685,                0.02622,                0.18009,                 0.8497,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14397,                0.00308,                0.00072,                0.12723,                0.85655,              0.0001784,              0.0001784,              0.0001784
                    187,                0.20631,                0.00554,                 0.0117,                0.17467,                0.85241,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14673,                0.00384,                0.00066,                0.12854,                0.85432,              0.0001685,              0.0001685,              0.0001685
                    188,                0.22122,                0.00698,                0.01579,                0.17838,                0.85335,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.15244,                0.00383,                0.00061,                 0.1319,                0.85493,              0.0001586,              0.0001586,              0.0001586
                    189,                0.20901,                0.01227,                0.00886,                0.18024,                0.85871,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.17456,                0.00289,                0.00063,                0.13485,                0.85728,              0.0001487,              0.0001487,              0.0001487
                    190,                0.19536,                0.00652,                0.00702,                0.16821,                0.84052,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.14692,                 0.0038,                0.00061,                0.12176,                0.85473,              0.0001388,              0.0001388,              0.0001388
                    191,                0.18309,                0.00991,                0.04379,                0.16518,                0.79576,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.18566,                0.00672,                0.00105,                0.13873,                 0.8542,              0.0001289,              0.0001289,              0.0001289
                    192,                0.19656,                0.00753,                0.05913,                0.15935,                0.80913,                0.99829,                      1,                  0.995,                0.99197,                0.99829,                      1,                  0.995,                  0.995,                0.21412,                0.00611,                0.00132,                 0.1721,                0.85401,               0.000119,               0.000119,               0.000119
                    193,                0.19117,                0.00635,                0.03318,                0.15554,                0.80154,                 0.9983,                      1,                  0.995,                  0.995,                 0.9983,                      1,                  0.995,                  0.995,                0.14254,                0.00317,                 0.0017,                0.13889,                0.85262,              0.0001091,              0.0001091,              0.0001091
                    194,                0.18078,                0.00541,                0.02487,                0.14831,                0.79401,                0.99827,                      1,                  0.995,                  0.995,                0.99827,                      1,                  0.995,                  0.995,                0.13883,                0.00327,                0.00144,                0.13562,                0.85343,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.18183,                0.00579,                0.03953,                0.14879,                0.78989,                 0.9983,                      1,                  0.995,                  0.995,                 0.9983,                      1,                  0.995,                  0.995,                0.13911,                0.00365,                0.00112,                0.14587,                0.85114,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.18153,                0.00639,                0.05263,                0.14909,                0.78851,                 0.9983,                      1,                  0.995,                0.99058,                 0.9983,                      1,                  0.995,                  0.995,                0.14472,                0.00434,                0.00065,                0.16031,                0.84985,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.18311,                0.00626,                0.02229,                0.14827,                 0.7847,                0.99827,                      1,                  0.995,                  0.995,                0.99827,                      1,                  0.995,                  0.995,                0.15191,                0.00485,                0.00052,                0.14069,                0.85334,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.18055,                 0.0072,                0.04338,                0.15241,                0.78428,                 0.9983,                      1,                  0.995,                  0.995,                 0.9983,                      1,                  0.995,                  0.995,                0.15419,                0.00511,                0.00059,                0.13058,                0.85375,               5.96e-05,               5.96e-05,               5.96e-05
